宣传标语,楼盘链接,面积|m2,房型,楼盘描述,均价|元/m2,总价|万
"房本满五年,装修好带天井,可拎包入住 家电全送,房东已定好房",http://shanghai.anjuke.com/prop/view/A781831020,71,2室1厅,静安新城一区  [闵行-静安新城 漕宝路1467弄],55279,71
潍坊二村 南北两房 总价330万  浦明师范学区 房东诚心卖,http://shanghai.anjuke.com/prop/view/A767428704,48,2室1厅,潍坊二村  [浦东-潍坊 浦电路],68750,48
"一门关朝南户型,前无遮挡采光好,小区花园位置,看房方便",http://shanghai.anjuke.com/prop/view/A781660156,37,1室1厅,延吉五村  [杨浦-黄兴公园 营口路113弄],51351,37
《南北小两房+居家之选+楼层好+位置好+看房方便》,http://shanghai.anjuke.com/prop/view/A782136297,68,2室1厅,共富一村  [宝山-共富 共富路183弄],44117,68
地铁口精装现房，复式买一层送一层，总价低，宜出租无压力！！！,http://shanghai.anjuke.com/prop/view/A768266708,55,2室2厅,桃园坊  [松江-松江老城 乐都支路20号],13636,55
沿河景观！20万装修全送！对口学区200米！海尚康庭！梦飞!,http://shanghai.anjuke.com/prop/view/A781318620,59,1室1厅,秀康新城海尚康庭  [浦东-周浦 康弘路580弄],41525,59
棕榈滩高尔夫别墅！附赠900平米花苑，现房850万只有两套！,http://shanghai.anjuke.com/prop/view/A749072460,332,5室2厅,棕榈滩高尔夫别墅  [奉贤-海湾旅游区 海马路4199弄],25602,332
近主入口、邻里之家，南北精装四房，三房南，送车位带地暖！,http://shanghai.anjuke.com/prop/view/A782240163,224,4室2厅,仁恒河滨城一期  [浦东-联洋 丁香路1599弄],100446,224
老西门核心+地铁8/10近在咫尺+易买得+带车位+高区景观,http://shanghai.anjuke.com/prop/view/A778490516,110,2室2厅,老西门新苑  [黄浦-老西门 西藏南路688弄],90000,110
首付20万买精装两房丨线地铁旁丨南北通透丨配套完善丨繁华地段,http://shanghai.anjuke.com/prop/view/A777354697,54,2室1厅,新源人家  [松江-新桥 叶榭镇叶校路355弄],11111,54
万科金色城市，有爱有家，照片，成熟社区,http://shanghai.anjuke.com/prop/view/A782253967,89,3室2厅,万科金色城市  [浦东-御桥 御水路150弄],73595,89
明星楼盘，南北通透，景观楼层，学区房，地铁房！,http://shanghai.anjuke.com/prop/view/A782159291,127,3室2厅,金汇华光城  [闵行-龙柏金汇 金汇路588弄],59842,127
"明月几时有，把酒来越山,天上何宫阙？今夕四合院！热销认筹中",http://shanghai.anjuke.com/prop/view/A769782112,140,4室2厅,"新城上坤樾山璟里别墅(嘉松南路)  [松江-松江大学城 嘉松南路,近塘砖路]",45714,140
长桥四村精致全明双南两室一厅 临近15号线地铁 房东急售,http://shanghai.anjuke.com/prop/view/A781729749,61,2室1厅,长桥四村  [徐汇-长桥 长桥四村1-124号],54918,61
注意了：业主追求自由，急卖南北通电梯房出国了！！！,http://shanghai.anjuke.com/prop/view/A779278087,139,3室2厅,中环花苑  [普陀-万里 新村路1288弄],61305,139
婚房装修30万 地铁零居离上外松外校区 理想楼层采光充足,http://shanghai.anjuke.com/prop/view/A762040504,90,2室2厅,三湘四季花城紫薇苑  [松江-松江大学城 广富林路1599弄],44481,90
李园二村 嘉定北站精装修2房价格不高，急售！,http://shanghai.anjuke.com/prop/view/A776234173,41,1室1厅,李园一村  [嘉定-嘉定城区 金沙路331弄],38591,41
多层带电梯！看房方便、一梯两户、超高得房率、房型正气、诚售！,http://shanghai.anjuke.com/prop/view/A778939843,122,3室2厅,明申花园  [闵行-金虹桥 吴中路633弄],61475,122
双南小户型、高桥热闹地段，楼层也好！户型难得,http://shanghai.anjuke.com/prop/view/A782043792,57,2室1厅,潼港三村  [浦东-外高桥 清溪路365弄],42105,57
同样的上海周边住宅，就是首付低！全部接送看房！,http://shanghai.anjuke.com/prop/view/A769392592,113,2室2厅,长江紫园  [上海周边-苏州 海门三厂镇新马路口],7092,113
11号线地铁房，南北通透，采光好，景观好房 稍纵即逝,http://shanghai.anjuke.com/prop/view/A768730958,73,2室2厅,永泰花苑  [浦东-三林 永泰路630弄],53424,73
宜川甘泉 成熟商业区 甘泉一村 东边套两房一厅 居家装修 急,http://shanghai.anjuke.com/prop/view/A782038273,56,2室1厅,甘泉一村  [普陀-甘泉宜川 甘泉路241弄],56250,56
地铁口名校旁/绿地新出联排别墅/满五年唯一/双花园,http://shanghai.anjuke.com/prop/view/A782193472,131,3室2厅,绿地蔷薇九里别墅  [松江-松江大学城 广富林路1518弄369号],44274,131
近一号线，双南精装两房，好楼层，采光无敌，快来看吧,http://shanghai.anjuke.com/prop/view/A759066446,60,2室1厅,罗阳七村华宝小区  [闵行-古美罗阳 罗阳路750弄],54333,60
楼这么多.，是不是看花了眼？这个户型您看了肯定中意！送大阳台,http://shanghai.anjuke.com/prop/view/A769998109,113,3室2厅,上海康城  [闵行-莘庄 莘松路958弄],34955,113
临港洋房  多层电梯房送30平米超大露台 2.5万单价 免税,http://shanghai.anjuke.com/prop/view/A767134047,137,4室2厅,乾耀东港  [浦东-惠南 霞光路368弄],26642,137
花园住宅+地铁房+优加位置+闹中取静+房型好+单价低,http://shanghai.anjuke.com/prop/view/A782118520,157,3室2厅,名都城一期  [闵行-金虹桥 虹许路788弄],62384,157
密云小区，实地看房，满二年，适合自住,http://shanghai.anjuke.com/prop/view/A781990669,84,2室1厅,密云小区(虹口)  [虹口-曲阳 密云路],75152,84
新出：恒盛边套 毛坯房  好楼层  满二年,http://shanghai.anjuke.com/prop/view/A774408798,139,3室2厅,恒盛湖畔豪庭  [奉贤-南桥 泽丰路89弄],43165,139
不限购一手现房  可落户有学区  滨海核心地段 高品质住宅!,http://shanghai.anjuke.com/prop/view/A781319615,88,2室2厅,海湾国际  [上海周边-嘉兴 上虞区滨海新城沥海镇序思道100号],6590,88
地铁房，正规成熟小区，小区中间非常安静，中间楼层，光线非常好,http://shanghai.anjuke.com/prop/view/A773065422,51,1室1厅,罗阳一村  [闵行-古美罗阳 罗阳路258弄],42884,51
限时抢购！凤凰小区！地铁房！学区购物广场！,http://shanghai.anjuke.com/prop/view/A773382132,54,2室1厅,凤凰小区  [松江-松江城区 谷阳北路46-8号],33333,54
"有钥匙可随时看房子的,精装修,对口晋元学区房",http://shanghai.anjuke.com/prop/view/A753169296,65,1室2厅,大华愉景华庭一期  [普陀-万里 新村路2003弄],72307,65
海宁市区公园道壹号 不限购 全城品质之首 地铁口 对接名校,http://shanghai.anjuke.com/prop/view/A777229511,98,3室2厅,百鸟苑  [松江-佘山 王家厍路775弄],12551,98
中环百联购物广场对面，繁华地段，底楼带花园的2房，采光充足,http://shanghai.anjuke.com/prop/view/A763875035,79,2室2厅,东旺公寓  [普陀-长征 真光路1339弄],57594,79
低于市场价200万 送300万豪装的业主自住房 急售！急售,http://shanghai.anjuke.com/prop/view/A773488845,384,5室3厅,虹桥高尔夫别墅  [闵行-金虹桥 虹许路555弄],52083,384
福人居房产：只为真实而存在,http://shanghai.anjuke.com/prop/view/A754615020,58,1室1厅,康健公寓  [徐汇-康健 桂林东街218弄],75000,58
开发商一期保留房，临湖双拼，自带码头，国企首创，品质保证！,http://shanghai.anjuke.com/prop/view/A777390081,298,4室2厅,首创逸景  [上海周边-嘉兴 吴兴区梅州路818号],11744,298
电梯8复9，仅此一套，使用面积达200平米，月底可能就没了。,http://shanghai.anjuke.com/prop/view/A779718008,136,4室2厅,鸿发家园  [闵行-古美罗阳 古美西路899弄],47794,136
1100平大花园，八期中xin，不临高压线，堪称n美,http://shanghai.anjuke.com/prop/view/A777393217,419,6室3厅,汤臣高尔夫别墅  [浦东-张江 龙东大道],119331,419
真：苏堤诚意出售小两房，价格随便谈，光照充足，视野无挡，无税,http://shanghai.anjuke.com/prop/view/A775877872,92,2室2厅,上海苏堤春晓名苑  [普陀-长寿路 长寿路800弄],80978,92
《碧桂园世纪城》110平163万~智能精装~给您五星/级的家,http://shanghai.anjuke.com/prop/view/A777015441,110,3室2厅,碧桂园世纪城  [上海周边-昆山 黄浦江南路448号],14545,110
保利独栋位置 正派大气婚房装修 爱就马上行动吧！！,http://shanghai.anjuke.com/prop/view/A772343161,59,1室1厅,保利西子湾  [松江-松江大学城 广富林路1188弄],43050,59
韩国业主回国！中高区三房，居家装修带地暖，南北直通！诚售！,http://shanghai.anjuke.com/prop/view/A762819282,140,3室2厅,锦绣江南耕读园  [闵行-龙柏金汇 金汇南路301弄],57142,140
急售，东华学区可改两房，全明户型，家具家电赠送，速约,http://shanghai.anjuke.com/prop/view/A782204272,65,2室1厅,恒杰丁香花园  [松江-松江新城 三新北路1333弄],35384,65
阳光园：重点学区房 南北通透大三房 紧邻大润发 精装修免税房,http://shanghai.anjuke.com/prop/view/A782213630,140,3室2厅,奉贤阳光园  [奉贤-南桥 环城南路285弄],32071,140
象屿上海年华+徐汇南5公里一手公寓洋房+精装带地暖+专车,http://shanghai.anjuke.com/prop/view/A781641442,83,2室2厅,象屿上海年华  [松江- 陈春公路701号],41566,83
金岛御景世家绝世好房 漂亮婚装,http://wuhan.anjuke.com/prop/view/A766116452,81,2室2厅,金岛御璟世家  [江岸-后湖 赵家条路88号],24660,81
奥林花园 精装三室两厅两位 送大花园 即买即住 诚心出售,http://wuhan.anjuke.com/prop/view/A777477860,118,3室2厅,人信奥林花园  [沌口开发区-金色港湾 东风大道71号],11864,118
地位象征 经典温馨 稀有好房 得房率高 空中别墅 优越享受,http://wuhan.anjuke.com/prop/view/A773797652,229,6室2厅,湖光山色  [江夏-庙山 江夏大道19号],7423,229
2017新楼盘《汉口远洋心》单价低  无,http://wuhan.anjuke.com/prop/view/A771598310,73,2室2厅,远洋心汉口御峰  [江汉-杨汊湖 发展大道],17671,73
名流人和天地 精装三房 两证无税 看房方便,http://wuhan.anjuke.com/prop/view/A765252110,119,3室2厅,名流人和天地广和园  [黄陂-盘龙城 巨龙大道88号],10103,119
保利拉菲 精装4房 南北通透 环境清净 两证无税 过户快,http://wuhan.anjuke.com/prop/view/A744457274,127,4室2厅,保利拉菲  [洪山-卓刀泉 楚康路],20472,127
越秀星汇云锦7号楼精装二房 通透 一线看江 有钥匙,http://wuhan.anjuke.com/prop/view/A756295375,95,2室2厅,越秀星汇云锦  [硚口-宝丰崇仁 中山大道1号],26315,95
王家湾中央生活区精装大两房 92平只卖128万 限时抢购中,http://wuhan.anjuke.com/prop/view/A744667501,92,2室2厅,王家湾中央生活区  [汉阳-王家湾 汉阳大道],13913,92
汉口花园六期毛坯两房 抢手房源 您还在等什么呢 抓紧时间吧,http://wuhan.anjuke.com/prop/view/A778374498,91,2室2厅,汉口花园六期  [江汉-杨汊湖 杨汊湖西距新华下路270米幸福大道处],15934,91
售同鑫花园正规三房顶楼复式带大露台 精装 証满  看房预约,http://wuhan.anjuke.com/prop/view/A770220396,125,4室2厅,同鑫花园景福苑  [江岸-后湖 后湖大道156号],16400,125
万科高尔夫 联排别墅 总价低 500万即可拥有它,http://wuhan.anjuke.com/prop/view/A769905252,266,4室2厅,万科高尔夫城市花园  [东西湖-金银湖 金山大道特8号],18796,266
星悦城一期.房东降价着急出售.看房方便.方便停车.大三房,http://wuhan.anjuke.com/prop/view/A768947676,117,3室2厅,星悦城  [江岸-后湖 秋桂路],16193,117
市民之家5.4米+天然气+隔板+楼下欧亚达ZAMAPARK,http://wuhan.anjuke.com/prop/view/A767924220,47,1室1厅,ZAMA  PARK  [江岸-二七百步亭 江岸区金桥大道与和谐大道交汇处],15531,47
沿海赛洛城，精装温暖2房。两证无税。万科物业接手。给你安心家,http://wuhan.anjuke.com/prop/view/A765294888,72,2室2厅,沿海赛洛城四期  [东西湖-吴家山 张柏路],10000,72
置顶！！欣隆壹号天然气入户另送阳台不限贷不限购+地铁口,http://wuhan.anjuke.com/prop/view/A778707827,53,1室1厅,欣隆壹号公馆  [汉阳-四新 江城大道358号],9924,53
八方明珠 采光好 精装修 家电全齐 步行即可到达轻轨。,http://wuhan.anjuke.com/prop/view/A778907621,78,2室2厅,八方明珠  [东西湖- 八方路],10897,78
中北路汉街安顺家园 大三房 停车方便 南北通透 后期税费少,http://wuhan.anjuke.com/prop/view/A778310867,143,4室2厅,安顺家园  [武昌-中北路 公正路212号],25007,143
3号线人信汇地铁口 精装电梯3房仅售146万，超值低.价房源,http://wuhan.anjuke.com/prop/view/A773666345,90,3室2厅,汉阳人信汇二期天悦  [汉阳-七里庙 龙兴东街],16222,90
绿地一期西斯莱公馆毛坯三房两厅三卫诚意出售,http://wuhan.anjuke.com/prop/view/A769869221,190,3室2厅,绿地国际金融城  [武昌-积玉桥 和平大道840号],29995,190
"东湖高新 金融港附近精装两房房出售,总价低,还款压力小",http://wuhan.anjuke.com/prop/view/A758907275,79,2室2厅,平安光谷春天  [江夏-东湖高新 高新六路15号],13670,79
金色世家通透三房出售老证唯一住房,http://wuhan.anjuke.com/prop/view/A749132927,123,3室2厅,金色世家  [汉阳-七里庙 赫山路],13414,123
海昌天澜红木豪装，一线看湖，地铁口。拎包入住，100平大3房,http://wuhan.anjuke.com/prop/view/A748978865,100,3室2厅,碧桂园海昌天澜一期  [东西湖-常青花园 金银潭大道96号],16300,100
洪山光谷保利蓝海郡一线湖景两证无税纯毛坯,http://wuhan.anjuke.com/prop/view/A779508952,118,3室2厅,保利蓝海郡  [洪山-陈家湾 雄楚大道452号],17796,118
庭瑞UME天然气+阳台+不限购不限贷+湖景+高尔夫球场对面,http://wuhan.anjuke.com/prop/view/A776708410,47,2室2厅,观澜高尔夫公馆  [沌口开发区-金色港湾 太子湖北路],11702,47
金鹤园，精装2房，100平仅售132万，两证无税。,http://wuhan.anjuke.com/prop/view/A774266758,100,2室2厅,金鹤园（二至四期)  [青山-钢都花园 祥丰路138 ],13200,100
二环内江城大道绿地中央广场 法式联排别墅 送车位带花园,http://wuhan.anjuke.com/prop/view/A772903294,186,4室3厅,绿地中央广场  [汉阳-四新 梅林西路],16666,186
日月华庭！豪装两室、挂角东南向、双阳台、两证两年、性价高,http://wuhan.anjuke.com/prop/view/A772750732,98,2室2厅,日月华庭  [江汉-唐家墩 新华下路83号],21938,98
中建康城 两证两年 自住精装 高楼层 拎包入住,http://wuhan.anjuke.com/prop/view/A766038154,87,2室2厅,中建康城西区  [洪山-光谷关山 关山一路168号],16659,87
化工宿舍好房出售，中装两室两厅，可改三房，中间楼层，南北通透,http://wuhan.anjuke.com/prop/view/A771154815,69,3室1厅,紫阳路化工宿舍  [武昌-阅马场首义 紫阳路],18658,69
南湖畔 卓刀泉名都花园旁保利拉菲精装通透三房  速抢,http://wuhan.anjuke.com/prop/view/A764070855,124,3室2厅,保利拉菲  [洪山-卓刀泉 楚康路],19354,124
